iso3,period,admin_level,service,admin_name,pop_total,pop_covered,pop_coverage_pct,area_coverage_pct,tiles,tests,devices,d_median_pop,d_mean_pop,d_median_tile,d_p10_pop,d_p90_pop,divide_ratio,u_median_pop,lat_median_pop,pct_above_bb,pct_above_hi,density
RWA,2026Q2,ADM2,fixed,Kayonza,494581.872962296,29853.525909423828,6.03611404732977,0.9279451129231103,48.0,134.0,54.0,11.484546580295564,22.608545269474,15.8795,6.82718424776809,27.641372635692562,4.048722230505049,5.96479810047544,34.169004532961246,65.73577189344626,15.961824420249807,256.00495604874385
RWA,2026Q2,ADM2,fixed,Kicukiro,428743.17401123047,339322.67224121094,79.14357424436167,37.56708048271882,168.0,1630.0,541.0,49.939971342444935,63.6512855589344,48.464,19.471771499068083,113.96455643814436,5.852808844002647,13.0314853768412,8.0,93.50577553685683,85.89719889188716,2567.031579652922
RWA,2026Q2,ADM2,fixed,Kirehe,432153.6587486267,11069.497970581055,2.561472695298853,0.8794717806925576,28.0,80.0,39.0,12.330569845538113,19.137542336844863,12.3195,3.583543560748166,31.152371689627806,8.693175110483063,7.381836459544645,21.56231312913538,61.73248237869351,21.789073539711502,363.55035238300593
RWA,2026Q2,ADM2,fixed,Muhanga,331167.48233032227,25619.665557861328,7.736165814826907,0.9240685185212717,16.0,28.0,17.0,13.16661556733251,27.850463255137115,18.563000000000002,6.05441613583855,63.54795827098735,10.496133210074735,20.20820815212959,21.151962924748688,74.47815978450383,14.097211888506214,512.1582605509526
RWA,2026Q2,ADM2,fixed,Musanze,416077.9964392185,82152.93063354492,19.744598689814634,4.038461478669336,57.0,494.0,98.0,33.133411330258554,41.7133769835587,34.076,2.375565306317971,83.2476480745461,35.043300158132276,12.464855074710846,12.037901887609378,75.29968235573699,58.23502875300228,788.8950858391196
RWA,2026Q2,ADM2,fixed,Ngoma,420513.1233291626,25536.24169921875,6.072638470126863,2.0205054399813913,47.0,234.0,72.0,14.972358918137703,22.93217106094738,14.935,5.136957506859343,34.16326265925349,6.650485742511113,6.15988271076675,33.14826572759752,74.87690697761782,13.409798148162592,484.14462390953764
RWA,2026Q2,ADM2,fixed,Ngororero,362295.5957663059,4014.3352966308594,1.1080276281415946,0.22087477223952556,4.0,16.0,4.0,8.622984649783648,49.49878940980854,28.6235,1.887,164.701,87.28192898781134,18.55652379623678,25.485274248052797,44.51369462281474,44.51369462281474,535.5576423839966
RWA,2026Q2,ADM2,fixed,Nyabihu,303028.75971746445,756.263671875,0.24956828275313508,0.13894959080714814,2.0,2.0,2.0,50.629477434227695,50.62947743422769,114.7585,15.822,208.9278774342277,13.2048968167253,20.793236788397422,10.15678596977844,100.0,17.590817056509824,563.4949856314198
RWA,2026Q2,ADM2,fixed,Nyagatare,779019.3407437205,18477.6904296875,2.3719167757821094,0.5066139231931063,26.0,72.0,29.0,19.331951433272987,22.25060275259689,15.2295,9.167597567932127,37.550083069821696,4.095956742382575,16.748148170816396,23.539226851665518,88.17612845251783,38.332667191828406,406.13895992829237
RWA,2026Q2,ADM2,fixed,Nyamagabe,389384.4909386635,226.80059814453125,0.05824592489490221,0.034210779643337505,1.0,3.0,1.0,13.031,13.031,13.031,13.031,13.031,1.0,16.999,34.0,100.0,0.0,356.89671377638996
RWA,2026Q2,ADM2,fixed,Nyamasheke,404113.34837055206,7347.4876708984375,1.8181749503016051,0.35056605430383064,11.0,33.0,13.0,14.32076846856042,42.155242823121654,18.903,3.633252130424296,122.53146961808359,33.72501142764739,8.187456278174107,42.79959498504356,49.7125307849052,44.171039344187506,345.03728622927997
RWA,2026Q2,ADM2,fixed,Nyanza,412325.41049194336,6517.950897216797,1.5807783685803556,0.3889347553320861,7.0,38.0,8.0,34.00995382288227,46.678754151202625,54.602,14.508925267318055,111.67463422060078,7.696961157567779,20.195543849783398,33.04246139666446,100.0,43.93877260588018,613.6770721766734
RWA,2026Q2,ADM2,fixed,Nyarugenge,333981.2000732422,181535.20849609375,54.354918317642735,17.199389875231606,61.0,1256.0,307.0,43.968365382432175,56.55299896417227,46.036,26.197950857144644,102.22231677622587,3.9019203194034557,13.942706601711484,11.0,95.99767561764573,91.39458544539019,2521.3184201486697
RWA,2026Q2,ADM2,fixed,Nyaruguru,334660.00563395023,1290.1432189941406,0.38550863481586567,0.07380070896273833,2.0,11.0,2.0,220.71453527453414,220.71453527453414,245.469,127.952,362.986,2.8368919594848068,30.05030382756994,45.52774982943396,100.0,100.0,330.9616966113507
RWA,2026Q2,ADM2,fixed,Rubavu,528643.1313962936,116716.61901855469,22.07852747661236,4.2560474122504806,44.0,190.0,70.0,35.40451668026178,52.93289034488665,37.705,4.3241596649322975,146.06121689718015,33.77794258655502,9.913916133122925,12.013585800126258,71.74420915578624,62.91530076042754,1368.7137961589972
RWA,2026Q2,ADM2,fixed,Ruhango,383819.26976013184,1533.6424865722656,0.3995741244390144,0.17896095679144464,3.0,4.0,3.0,8.189528508390907,7.047086290698106,8.546,2.862,10.65,3.7211740041928723,9.540930901426263,18.313574500008,35.440735663388814,0.0,613.2009576151307
RWA,2026Q2,ADM2,fixed,Rulindo,305734.8702697754,5516.364715576172,1.8042968768032979,0.5926077626536278,9.0,15.0,10.0,16.878401919827873,17.94726518117737,19.876,1.6273588249174888,37.21681530746353,22.869458620688963,14.492740999151968,19.737110543685976,51.01801231851657,37.612704196524106,538.9141808686478
RWA,2026Q2,ADM2,fixed,Rusizi,423367.0081267357,52322.1701965332,12.358584677639895,2.487674245231735,64.0,274.0,158.0,55.1534321638391,74.09408775486435,64.493,9.911986331760748,167.7297632266023,16.921912279998786,16.90612859093227,35.008429601035786,87.5611918627089,67.03007332944452,440.9143550656097
RWA,2026Q2,ADM2,fixed,Rutsiro,370453.9540505409,5877.843414306641,1.5866596509602184,0.2252505911428777,7.0,9.0,7.0,50.57532474024584,39.683260240769435,50.915,10.002,69.04816320660522,6.903435633533816,11.679978846762895,5.379421310684178,100.0,61.95384656325634,319.12282018909127
RWA,2026Q2,ADM2,fixed,Rwamagana,395443.9849624634,37794.968673706055,9.557603633114727,2.5238099509473537,46.0,117.0,51.0,15.368355718553035,28.476871895414355,15.495000000000001,2.9336949566888006,57.01997874979828,19.43623300704567,8.199629976267035,35.19295146876485,68.25715570065157,23.096679985240783,580.9027041822449
RWA,2026Q2,ADM2,mobile,Bugesera,436734.6676673889,43240.37748718262,9.900834691720394,2.569200822686195,89.0,573.0,122.0,17.93192146677469,31.015551031388107,18.623,2.4106073267770385,73.88832359513508,30.65133121200753,5.130503713085035,22.0,68.14429069765796,40.32187486630481,337.6592084818163
RWA,2026Q2,ADM2,mobile,Burera,335320.43910598755,4689.68798828125,1.3985690823931376,0.2895800214840201,5.0,13.0,5.0,10.270941288244423,14.36766880823649,2.145,0.832,35.82886319403967,43.06353749283614,2.830432047583607,28.462073028888135,48.680149921687594,15.83558497330569,519.6819234189802
RWA,2026Q2,ADM2,mobile,Gakenke,334954.3881072998,3518.5435791015625,1.0504545406864252,0.4245937745227448,8.0,23.0,8.0,6.670642614816398,8.115257540953241,7.2515,2.230388308421438,19.30823590807644,8.6568943332302,2.2150254123224595,28.87056306263347,22.195191325368118,0.0,475.8317086250155
RWA,2026Q2,ADM2,mobile,Gasabo,839561.5456848145,514239.14724731445,61.25091720677361,14.3568930051597,165.0,1102.0,324.0,34.4639124641197,43.72602336816166,35.454,6.609114183774051,98.26341510011241,14.867864643851611,10.457959086869279,19.0,85.77486242125775,61.02354929418659,1955.8340971013752
RWA,2026Q2,ADM2,mobile,Gatsibo,618393.1839426756,31993.51889038086,5.173653222760396,0.990502646599087,42.0,231.0,48.0,26.02384794288869,42.87015216423424,21.061,0.7926415729708604,131.56376653336747,165.98141079108413,4.57231109666172,23.35386441306445,65.86991600195988,49.92218577800773,390.34376771065047
RWA,2026Q2,ADM2,mobile,Gicumbi,441050.4516983032,10490.217643737793,2.3784620565162773,0.36074894216259384,8.0,32.0,10.0,47.23069128914709,50.511695706357564,32.675,16.01791896146586,91.6646053400158,5.7226288608733995,3.9297308154417196,19.550476503556503,90.46217292777854,90.46217292777854,532.2968502105392
RWA,2026Q2,ADM2,mobile,Gisagara,351081.7230834961,981.91943359375,0.27968400774888097,0.10973216743644693,2.0,7.0,3.0,28.62026497547702,28.620264975477024,30.035,11.954,48.116,4.025096202108081,19.907679244504273,20.156488581884076,100.0,46.087785452898125,516.2111400003147
RWA,2026Q2,ADM2,mobile,Huye,371461.8295135498,19386.121337890625,5.218873057099256,0.7064048192636186,11.0,29.0,13.0,13.607547579068228,24.4748458772367,23.982,3.7343143002316954,73.44980459517845,19.66888662548336,0.8969863275079654,25.8289979598379,69.56380619879317,25.8146136832521,639.2742010392303
RWA,2026Q2,ADM2,mobile,Kamonyi,407631.43882751465,24158.5673828125,5.926571182119975,1.5848874009773333,28.0,131.0,40.0,15.442394571979579,30.78449835530691,14.017,7.3691838357593245,71.8883647668782,9.755268204605834,7.8367319922389225,24.0,74.50098615519298,40.29212165145218,617.7852752221958
RWA,2026Q2,ADM2,mobile,Karongi,350605.34076714516,5938.349792480469,1.6937419662481494,0.188782821726326,5.0,15.0,8.0,32.452620011105694,63.36988828900218,56.746,31.158,158.93825266423863,5.1010415515834975,3.3504041618196614,18.83401517771847,100.0,100.0,354.47694562667914
RWA,2026Q2,ADM2,mobile,Kayonza,494581.872962296,32387.769973754883,6.548515371129247,0.8119640735485434,42.0,125.0,47.0,22.410256194818604,32.26051015820414,27.167499999999997,3.33190589619298,68.65393398599777,20.60500390015259,4.890364815623335,23.530727717060735,70.57749216245045,45.68328983475748,256.00495604874385
RWA,2026Q2,ADM2,mobile,Kicukiro,428743.17401123047,254213.00860595703,59.292607793051,23.032221994939793,103.0,534.0,179.0,25.20288858965275,40.55279181695488,28.264,6.757189158306916,86.80966149175279,12.847007751001579,9.707654858812747,18.0,84.97467914330488,50.696351441109655,2567.031579652922
RWA,2026Q2,ADM2,mobile,Kirehe,432153.6587486267,15755.832107543945,3.6458865471988817,1.0678683669414832,34.0,272.0,46.0,34.944242410413764,39.17356764692064,34.229,7.469167614692705,72.41490080232509,9.695176830665403,5.673101182821299,24.0,81.7577174958949,67.85185908957035,363.55035238300593
RWA,2026Q2,ADM2,mobile,Muhanga,331167.48233032227,41711.35705566406,12.595245391290913,1.2128675481635942,21.0,91.0,32.0,22.750559403909207,29.5271536308399,20.041,8.626091972373002,53.59475482901865,6.213098005524158,10.258598972883048,19.12665184984656,83.69464558116904,44.278964234875225,512.1582605509526
RWA,2026Q2,ADM2,mobile,Musanze,416077.9964392185,59395.17205810547,14.275009148863278,2.4797128544326283,35.0,251.0,58.0,13.40981120708707,52.88182878122187,15.734,2.3781691902910356,206.19009336122318,86.70118770481172,7.333529331905417,26.70313667410904,62.07036328844935,29.924812787108014,788.8950858391196
RWA,2026Q2,ADM2,mobile,Ngoma,420513.1233291626,37597.95266723633,8.940970110415792,2.665368509391625,62.0,365.0,80.0,22.325046391644566,34.92837647140044,22.085500000000003,8.37054841414604,74.7456733818452,8.929602898601802,5.928744728682782,23.0,85.27191765735698,40.77983149796807,484.14462390953764
RWA,2026Q2,ADM2,mobile,Ngororero,362295.5957663059,5440.445007324219,1.5016591619936521,0.2760802870896602,5.0,28.0,5.0,22.185304586603355,21.07514307138355,23.499,9.73,38.12505290634197,3.9182993737247656,3.4824064556248664,38.178566903523745,68.81701952457885,30.889395304258503,535.5576423839966
RWA,2026Q2,ADM2,mobile,Nyabihu,303028.75971746445,10373.006454467773,3.423109563639859,0.8337160752376603,12.0,40.0,12.0,16.019993589547465,48.78050122321681,16.0965,0.5134343558122365,200.14824567059256,389.8224639719804,5.880116422494229,20.0,65.41823458480243,36.19588741030506,563.4949856314198
RWA,2026Q2,ADM2,mobile,Nyagatare,779019.3407437205,18638.616333007812,2.3925742736006717,0.3507198262619591,18.0,91.0,19.0,4.8329396677618535,15.041934555817896,9.6025,0.6769344378139506,52.477907027243404,77.52287975880242,4.131389121093707,25.56965369887516,30.4554234160575,17.23011226401385,406.13895992829237
RWA,2026Q2,ADM2,mobile,Nyamagabe,389384.4909386635,9149.209655761719,2.349659493038956,0.27370033342997535,8.0,11.0,8.0,48.93153553626786,54.45065184381688,60.107,27.182218678273916,89.42721437863032,3.2899159350118583,20.3842639044602,21.5684072645666,100.0,88.16952202562483,356.89671377638996
RWA,2026Q2,ADM2,mobile,Nyamasheke,404113.34837055206,5136.218444824219,1.270984605070397,0.1912407187393212,6.0,13.0,6.0,7.738265690694591,9.09506647887271,7.805,3.457,22.44930388712218,6.493868639607227,1.4615922256546996,31.959217423234605,26.92429061799187,10.610571231611045,345.03728622927997
RWA,2026Q2,ADM2,mobile,Nyanza,412325.41049194336,803.558349609375,0.19488450848824806,0.11112065643554397,2.0,4.0,2.0,48.738051539250314,48.73805153925032,48.408,43.753,53.063,1.2127854090005257,15.979304449356274,19.85819482738977,100.0,100.0,613.6770721766734
RWA,2026Q2,ADM2,mobile,Nyarugenge,333981.2000732422,187840.84979248047,56.2429411449767,15.22567364669704,54.0,428.0,145.0,35.53408097914537,45.68198197108612,36.037499999999994,11.668419102454019,75.2870565355057,6.4522070963042335,15.914579491947693,18.0,92.73006804650073,72.19722842266366,2521.3184201486697
RWA,2026Q2,ADM2,mobile,Nyaruguru,334660.00563395023,1835.1720886230469,0.5483691082675564,0.14759075671079555,4.0,8.0,4.0,5.655017720638293,8.672629160355234,10.247,3.409,22.729660996006125,6.6675450266958425,4.24084378618271,23.18914584293257,27.74643963518102,11.69939715059731,330.9616966113507
RWA,2026Q2,ADM2,mobile,Rubavu,528643.1313962936,83626.36926269531,15.819059077115936,2.5149985155347867,26.0,57.0,34.0,18.94524306870171,40.35122981405341,18.374000000000002,1.5606951728962453,117.42666030489156,75.23997148461615,13.840778086796563,20.0,80.29189097804982,40.31374369502198,1368.7137961589972
RWA,2026Q2,ADM2,mobile,Ruhango,383819.26976013184,8537.51840209961,2.224358982141553,0.29825358923202466,5.0,19.0,5.0,8.692619479863753,7.924658391009585,10.474,1.118,11.249081020825354,10.061789821847364,3.552970263782652,23.36081799587842,38.91550387318973,6.366418836108512,613.2009576151307
RWA,2026Q2,ADM2,mobile,Rulindo,305734.8702697754,4568.2352294921875,1.494181944460981,0.39507240182864517,6.0,20.0,7.0,21.13108770923321,27.212777492109595,19.5565,13.649170381176697,63.2092460433562,4.6309954581947945,6.9645801885594985,17.0,100.0,27.7795385792736,538.9141808686478
RWA,2026Q2,ADM2,mobile,Rusizi,423367.0081267357,34208.214782714844,8.080037916529044,1.2049138381580053,31.0,85.0,63.0,9.692515820360528,15.77449825197948,13.894,2.514255944375225,40.610215631590236,16.15198155241176,5.874483815862224,25.0,47.72737804116065,17.04898483558698,440.9143550656097
RWA,2026Q2,ADM2,mobile,Rutsiro,370453.9540505409,0.0,0.0,0.06434136953199421,2.0,2.0,2.0,43.102,43.102,34.070499999999996,43.102,43.102,1.0,27.642,18.0,100.0,100.0,319.12282018909127
RWA,2026Q2,ADM2,mobile,Rwamagana,395443.9849624634,57012.82064819336,14.417420119212377,5.2671619178035485,96.0,653.0,119.0,21.535366961651572,29.357381744635507,20.436500000000002,3.8677339882247734,65.57013052481149,16.953112785015264,5.264851455568035,22.0,74.6377284415303,43.97518185809247,580.9027041822449
